customer_id,prediction,probability
6035-BXTTY,0,0.125
2703-AMTUL,0,0.015873015873015872
6207-WIOLX,0,0.4
2569-WGERO,0,0.011152416356877323
3552-CTCYF,0,0.1891891891891892
1282-IHQAC,0,0.1346153846153846
1209-VFFOC,0,0.0
9833-TGFHX,0,0.2
6855-VLGOS,0,0.0
3450-WXOAT,0,0.010309278350515464
7080-TNUWP,0,0.0
3173-NVMPX,0,0.24
0322-YINQP,1,0.5145631067961165
3865-ZYKAD,0,0.0
8421-WZOOW,0,0.0
8183-ONMXC,1,0.7743589743589744
1053-MXTTK,0,0.0
6837-HAEVO,0,0.1891891891891892
4248-QPAVC,0,0.5
6253-WRFHY,0,0.3333333333333333
3791-LGQCY,0,0.49122807017543857
4707-YNOQA,0,0.0
2398-YPMUR,1,0.5526315789473685
2378-VTKDH,0,0.49122807017543857
1965-AKTSX,1,0.6649484536082474
1771-OADNZ,1,0.6333333333333333
4465-VDKIQ,0,0.2777777777777778
0394-YONDK,0,0.0
3620-MWJNE,1,0.5145631067961165
0970-QXPXW,0,0.3645833333333333
8329-GWVPJ,0,0.0
0953-LGOVU,0,0.11627906976744186
7730-IUTDZ,1,1.0
1898-JSNDC,0,0.06896551724137931
3283-WCWXT,0,0.0
8637-XJIVR,0,0.5
3658-KIBGF,1,0.5145631067961165
7649-PHJVR,0,0.3333333333333333
9124-LHCJQ,1,0.91
0817-HSUSE,0,0.0
2001-MCUUW,0,0.0
2504-DSHIH,0,0.2608695652173913
9207-ZPANB,0,0.015873015873015872
0943-ZQPXH,0,0.0
1563-IWQEX,0,0.11475409836065574
1840-BIUOG,0,0.1346153846153846
8735-NBLWT,0,0.0
3530-VWVGU,0,0.010309278350515464
7746-AWNQW,0,0.3448275862068966
3481-JHUZH,1,0.6333333333333333
2208-UGTGR,0,0.49122807017543857
0014-BMAQU,0,0.0
3566-VVORZ,0,0.23943661971830985
9831-BPFRI,0,0.2
0875-CABNR,1,0.6649484536082474
9355-NPPFS,0,0.2777777777777778
7931-PXHFC,0,0.1346153846153846
9221-OTIVJ,1,0.6649484536082474
9540-JYROE,1,0.5526315789473685
2250-IVBWA,0,0.0
2925-VDZHY,0,0.015267175572519083
6685-GBWJZ,0,0.12195121951219512
8879-ZKJOF,0,0.06896551724137931
4361-JEIVL,1,0.5145631067961165
2834-JRTUA,0,0.1891891891891892
6762-NSODU,0,0.0
0327-WFZSY,0,0.2
8717-VCTXJ,0,0.0
1866-DIOQZ,0,0.0
2282-YGNOR,0,0.06896551724137931
8725-JEDFD,0,0.2777777777777778
0224-RLWWD,1,0.6923076923076923
9667-TKTVZ,1,0.5145631067961165
2740-JFBOK,0,0.0
8606-OEGQZ,0,0.011152416356877323
0963-ZBDRN,0,0.25
5795-BKOYE,0,0.0
8285-ABVLB,0,0.0
4163-HFTUK,0,0.03333333333333333
5014-WUQMG,0,0.2
7321-ZNSLA,0,0.0
4983-CCWMC,0,0.3181818181818182
6283-GITPX,0,0.011152416356877323
1000-AJSLD,0,0.3645833333333333
7501-IWUNG,0,0.0
3084-DOWLE,0,0.015267175572519083
5446-DKWYW,0,0.0
9184-GALIL,0,0.010309278350515464
4307-KTUMW,1,0.6666666666666666
4193-IBKSW,0,0.0
7010-BRBUU,0,0.0
9576-ANLXO,0,0.3181818181818182
1371-OJCEK,0,0.03333333333333333
4063-EIKNQ,0,0.0
3439-GVUSX,0,0.4732142857142857
6537-QLGEX,0,0.11627906976744186
9940-HPQPG,0,0.5
2229-VWQJH,0,0.010309278350515464
2672-OJQZP,0,0.4732142857142857
8144-DGHXP,0,0.0
5016-LIPDW,0,0.03333333333333333
1724-IQWNM,0,0.3645833333333333
0133-BMFZO,0,0.13333333333333333
2585-KTFRE,0,0.0
4056-QHXHZ,0,0.0
5130-YPIRV,0,0.0
6424-ELEYH,1,1.0
5712-AHQNN,0,0.2
2223-GDSHL,0,0.0
4890-VMUAV,0,0.12195121951219512
3675-YDUPJ,0,0.11475409836065574
7064-FRRSW,0,0.03125
4860-YZGZM,0,0.11475409836065574
9821-POOTN,1,0.6333333333333333
1754-GKYPY,0,0.2777777777777778
9281-CEDRU,0,0.0
9076-AXYIK,0,0.1891891891891892
4826-DXMUP,0,0.1346153846153846
3966-HRMZA,0,0.21052631578947367
9046-JBFWA,0,0.0
2387-KDZQY,0,0.0
2654-VBVPB,0,0.3645833333333333
3645-DEYGF,0,0.3645833333333333
3733-ZEECP,0,0.010309278350515464
7379-FNIUJ,1,0.8275862068965517
2208-MPXIO,0,0.0
2824-MYYBN,0,0.43333333333333335
0621-TSSMU,0,0.03333333333333333
4547-KQRTM,1,0.6649484536082474
7883-ROJOC,0,0.010309278350515464
5756-OZRIO,0,0.12195121951219512
8792-AOROI,0,0.0
5138-WVKYJ,1,0.8275862068965517
4280-DLSHD,0,0.24
8821-KVZKQ,0,0.0
2840-XANRC,0,0.2777777777777778
3834-XUIFC,1,0.7743589743589744
8564-LDKFL,0,0.21311475409836064
3996-ZNWYK,0,0.0
0257-KXZGU,0,0.125
9903-LYSAB,1,0.6333333333333333
7876-BEUTG,0,0.4411764705882353
6116-RFVHN,1,0.6333333333333333
7011-CVEUC,0,0.2777777777777778
9576-SYUHJ,1,0.6333333333333333
8106-GWQOK,0,0.0
6366-ZGQGL,0,0.4732142857142857
9101-BWFSS,0,0.4
1095-JUDTC,1,0.6333333333333333
2669-QVCRG,0,0.3969465648854962
5256-SKJGO,0,0.0
8755-IWJHN,0,0.2
3891-PUQOD,0,0.4732142857142857
0744-GKNGE,0,0.0
6292-TOSSS,0,0.011152416356877323
3427-GGZZI,1,0.6333333333333333
8118-TJAFG,1,0.6649484536082474
8417-FMLZI,1,0.7743589743589744
3726-TBHQT,0,0.0
4713-LZDRV,1,0.7743589743589744
1834-WULEG,0,0.0
4250-ZBWLV,0,0.36363636363636365
0347-UBKUZ,0,0.11475409836065574
8627-EHGIP,0,0.1346153846153846
8129-GMVGI,0,0.0
3740-RLMVT,0,0.1346153846153846
2120-SMPEX,0,0.010309278350515464
1750-CSKKM,0,0.23943661971830985
7758-XKCBS,0,0.11627906976744186
9518-XXBXE,0,0.21052631578947367
1345-GKDZZ,0,0.11475409836065574
4523-WXCEF,0,0.49122807017543857
1624-NALOJ,1,0.7743589743589744
6877-LGWXO,0,0.2777777777777778
2460-NGXBJ,0,0.3888888888888889
9063-ZGTUY,0,0.2857142857142857
7661-CPURM,0,0.0
0310-SUCIN,0,0.0
7994-XIRTR,0,0.12195121951219512
7030-NJVDP,0,0.2777777777777778
6549-YMFAW,0,0.0
2984-MIIZL,1,0.5526315789473685
2619-WFQWU,1,0.76
3714-JTVOV,1,1.0
6490-FGZAT,0,0.0
9391-DXGGG,0,0.0
4355-HBJHH,0,0.3333333333333333
7293-LSCDV,0,0.0
0363-SVHYR,0,0.015267175572519083
4647-MUZON,0,0.2777777777777778
9631-XEYKE,0,0.4732142857142857
9995-HOTOH,0,0.0
2091-GPPIQ,0,0.0
0419-YAAPX,0,0.0
2697-NQBPF,1,0.6333333333333333
7901-IIDQV,0,0.015873015873015872
4283-FUTGF,1,0.6333333333333333
1625-JAIIY,1,1.0
3982-JGSFD,0,0.0
9730-DRTMJ,0,0.1346153846153846
3211-AAPKX,0,0.08333333333333333
5999-LCXAO,0,0.23076923076923078
0219-YTZUE,1,0.7743589743589744
1015-OWJKI,0,0.0
2207-QPJED,0,0.25
6478-HRRCZ,0,0.015873015873015872
3891-NLXJB,0,0.011152416356877323
8625-AZYZY,1,0.6333333333333333
4983-CLMLV,0,0.0
2325-ZUSFD,0,0.06896551724137931
0374-FIUCA,0,0.0
8711-LOBKY,0,0.0
4534-WGCIR,0,0.0
1579-KLYDT,1,0.7743589743589744
8587-XYZSF,0,0.011152416356877323
5549-ZGHFB,0,0.0
1582-RAFML,0,0.4732142857142857
3530-CRZSB,0,0.0
0201-OAMXR,1,0.75
6289-CPNLD,0,0.1346153846153846
3055-OYMSE,0,0.0
4674-HGNUA,0,0.015267175572519083
6583-SZVGP,0,0.0
3007-FDPEA,0,0.5
0260-ZDLGK,0,0.23943661971830985
3707-LRWZD,0,0.4444444444444444
1955-IBMMB,0,0.011152416356877323
9801-GDWGV,1,0.6333333333333333
1096-ADRUX,0,0.3333333333333333
6463-MVYRY,0,0.0
2957-JIRMN,0,0.03125
8812-ZRHFP,0,0.2
0434-CSFON,1,0.6333333333333333
6725-TPKJO,0,0.011152416356877323
7021-XSNYE,0,0.0
9398-MMQTO,0,0.21052631578947367
4598-XLKNJ,0,0.2777777777777778
6556-DBKZF,0,0.1
7139-JZFVG,0,0.0
6035-RIIOM,0,0.25
9746-UGFAC,0,0.0
8270-RKSAP,1,0.5526315789473685
9953-ZMKSM,0,0.011152416356877323
1761-AEZZR,1,0.91
4710-FDUIZ,0,0.16666666666666666
7826-VVKWT,0,0.25
7025-IWFHT,0,0.17647058823529413
7644-OMVMY,0,0.0
4671-VJLCL,0,0.011152416356877323
4130-MZLCC,0,0.24
6821-BUXUX,1,0.8275862068965517
0506-LVNGN,1,0.5526315789473685
4182-BGSIQ,0,0.23076923076923078
3470-BTGQO,0,0.010309278350515464
9728-FTTVZ,1,1.0
1626-ERCMM,1,0.6333333333333333
6103-LIANB,0,0.0
6993-YCOBK,0,0.0
4946-EDSEW,0,0.23076923076923078
9138-EFSMO,0,0.0
6178-KFNHS,0,0.3888888888888889
0825-CPPQH,0,0.0
4686-GEFRM,0,0.1891891891891892
3154-CFSZG,0,0.2
3096-IZETN,0,0.21052631578947367
7452-FOLON,0,0.0
4654-GGUII,0,0.06896551724137931
1131-SUEKT,0,0.16666666666666666
1468-DEFNC,0,0.0
9135-HSWOC,0,0.0
0244-LGNFY,0,0.2
7608-RGIRO,0,0.011152416356877323
4304-XUMGI,0,0.0
7993-PYKOF,0,0.21052631578947367
0699-NDKJM,0,0.0
6278-FEPBZ,0,0.11475409836065574
5600-PDUJF,0,0.23943661971830985
6421-SZVEM,0,0.0
7502-BNYGS,0,0.0
0206-OYVOC,0,0.0
9924-JPRMC,0,0.0
6743-HHQPF,0,0.3448275862068966
0215-BQKGS,0,0.2777777777777778
2229-DPMBI,0,0.0
0042-JVWOJ,0,0.0
6925-BAYGL,0,0.0
6521-YYTYI,1,0.91
8752-IMQOS,0,0.023255813953488372
6504-VBLFL,0,0.0
6215-NQCPY,1,0.8275862068965517
3620-EHIMZ,0,0.0
5756-JYOJT,0,0.06896551724137931
3269-ATYWD,0,0.3969465648854962
9067-SQTNS,0,0.0
8443-WVPSS,1,0.6649484536082474
5092-STPKP,0,0.125
5568-DMXZS,0,0.24
1167-OYZJF,0,0.0
4220-TINQT,0,0.09090909090909091
8720-RQSBJ,1,0.6923076923076923
3750-YHRYO,0,0.023255813953488372
1208-NBVFH,0,0.010309278350515464
2683-JXWQQ,0,0.0
2988-QRAJY,0,0.0
2108-YKQTY,0,0.4732142857142857
4522-XRWWI,0,0.12195121951219512
3847-BAERP,0,0.0
4707-MAXGU,0,0.0
5032-USPKF,0,0.06896551724137931
2192-CKRLV,0,0.5
7821-DPRQE,0,0.09090909090909091
3413-BMNZE,0,0.36363636363636365
0230-WEQUW,0,0.0
2361-UPSND,0,0.06896551724137931
2792-VPPET,0,0.0
3440-JPSCL,1,0.7743589743589744
7627-JKIAZ,0,0.3969465648854962
6821-JPCDC,0,0.03125
1568-LJSZU,0,0.015267175572519083
5067-XJQFU,0,0.36363636363636365
0486-LGCCH,0,0.0
5073-WXOYN,0,0.5
5924-IFQTT,0,0.05128205128205128
9256-JTBNZ,0,0.0
4310-KEDTB,0,0.3448275862068966
0980-FEXWF,0,0.015873015873015872
8644-XYTSV,0,0.4
1986-PHGZF,0,0.05128205128205128
3143-ILDAL,1,0.6666666666666666
8612-GXIDD,0,0.0
1334-PDUKM,0,0.0
0757-WCUUZ,0,0.0
4193-ORFCL,1,0.6923076923076923
2545-LXYVJ,0,0.0
5651-WYIPH,0,0.05128205128205128
9972-VAFJJ,0,0.03125
0266-GMEAO,0,0.0
1409-PHXTF,0,0.0
3327-YBAKM,0,0.18181818181818182
7816-VGHTO,0,0.0
9518-RWHZL,0,0.5
3285-UCQVC,0,0.3448275862068966
8019-ENHXU,1,0.6333333333333333
4090-KPJIP,1,0.72
1010-DIAUQ,1,0.7743589743589744
2144-BFDSO,1,0.6
2521-NPUZR,0,0.0
8338-QIUNR,0,0.015267175572519083
3186-AJIEK,0,0.1891891891891892
6480-YAGIY,0,0.21311475409836064
6242-FEGFD,0,0.1891891891891892
1760-CAZHT,0,0.010309278350515464
7351-MHQVU,0,0.4
3486-HOOGQ,0,0.015267175572519083
6016-LVTJQ,0,0.010309278350515464
9814-AOUDH,0,0.011152416356877323
2599-CZABP,0,0.015873015873015872
9711-FJTBX,0,0.2
5089-IFSDP,1,1.0
7817-OMJNA,0,0.0
7558-IMLMT,0,0.0
4735-ASGMA,1,0.6333333333333333
1550-LOAHA,0,0.2777777777777778
2454-RPBRZ,1,0.6649484536082474
7233-IOQNP,0,0.3448275862068966
9572-WUKSB,1,0.7111111111111111
3717-FDJFU,0,0.011152416356877323
1063-DHQJF,0,0.1891891891891892
5524-KHNJP,0,0.015873015873015872
5906-CVLHP,0,0.06896551724137931
8388-DMKAE,0,0.011152416356877323
1042-HFUCW,0,0.06896551724137931
0083-PIVIK,0,0.12195121951219512
6728-CZFEI,0,0.06896551724137931
9494-BDNNC,0,0.18181818181818182
3324-OIRTO,0,0.36363636363636365
9227-LUNBG,0,0.4732142857142857
4353-HYOJD,0,0.010309278350515464
9253-VIFJQ,0,0.12195121951219512
3865-YIOTT,0,0.0
9052-VKDUW,0,0.0
0774-RMNUW,0,0.0
2074-GKOWZ,1,0.7743589743589744
2672-HUYVI,1,0.7743589743589744
1399-UBQIU,0,0.23943661971830985
7683-CBDKJ,0,0.05128205128205128
9625-RZFUK,0,0.0
7208-PSIHR,0,0.1
9885-CSMWE,1,0.91
5821-MMEIL,0,0.0
2511-MORQY,0,0.015873015873015872
2868-SNELZ,1,0.7743589743589744
1394-SUIUH,0,0.16666666666666666
7703-ZEKEF,1,0.6333333333333333
5937-EORGB,1,0.8275862068965517
3677-TNKIO,1,0.5526315789473685
5003-OKNNK,0,0.0
6474-FVJLC,1,0.7743589743589744
6770-UAYGJ,0,0.0
5574-NXZIU,0,0.0
9057-SIHCH,1,0.7743589743589744
6131-IUNXN,0,0.010309278350515464
1935-IMVBB,0,0.49122807017543857
5896-NPFWW,1,0.5145631067961165
1689-YQBYY,0,0.3888888888888889
1960-UOTYM,0,0.0
9552-TGUZV,1,0.5526315789473685
1657-DYMBM,0,0.0
0440-UEDAI,0,0.0
6828-HMKWP,0,0.0
4685-TFLLS,0,0.0
8406-LNMHF,0,0.0
3717-OFRTN,0,0.3645833333333333
4231-LZUYM,0,0.0
2234-EOFPT,0,0.015267175572519083
9000-PLFUZ,0,0.0
2990-HWIML,1,0.7743589743589744
5186-SAMNZ,1,1.0
5419-JKZNQ,0,0.08333333333333333
3911-RSNHI,0,0.0
2843-CQMEG,0,0.010309278350515464
6161-UUUTA,1,0.7743589743589744
5842-POCOP,0,0.5
9371-BITHB,0,0.0
5081-NWSUP,0,0.06896551724137931
4616-EWBNJ,0,0.0
9430-FRQOC,1,0.7743589743589744
3160-TYXLT,0,0.0
5578-NKCXI,0,0.16666666666666666
4706-DGAHW,0,0.36363636363636365
3680-CTHUH,0,0.36363636363636365
1187-WILMM,0,0.015267175572519083
1271-SJBGZ,0,0.4
7404-JLKQG,0,0.4732142857142857
4547-LYTDD,1,0.8181818181818182
1710-RCXUS,0,0.0
0239-OXEXL,0,0.08333333333333333
7976-CICYS,0,0.5
8896-RAZCR,0,0.011152416356877323
9039-RBEEE,0,0.4
1338-CECEE,0,0.12195121951219512
1335-NTIUC,0,0.1
7853-GVUDZ,1,0.6153846153846154
9139-WQQDY,1,0.75
5168-MQQCA,0,0.0
2582-FFFZR,0,0.4
1875-QIVME,1,0.7743589743589744
6210-KBBPI,1,0.6649484536082474
7641-EUYET,0,0.43333333333333335
4686-UXDML,0,0.3969465648854962
9710-NJERN,0,0.011152416356877323
5630-AHZIL,0,0.0
5049-GLYVG,0,0.3645833333333333
4572-DVCGN,1,0.6649484536082474
6317-YPKDH,0,0.4732142857142857
2530-ENDWQ,0,0.1
5828-DWPIL,0,0.0
3090-LETTY,0,0.23076923076923078
0804-XBFBV,0,0.11627906976744186
9036-CSKBW,0,0.21311475409836064
4817-VYYWS,1,0.6333333333333333
3563-SVYLG,0,0.0
1297-VQDRP,0,0.36363636363636365
4186-ZBUEW,0,0.06896551724137931
3985-HOYPM,0,0.0
0378-CJKPV,0,0.0
1452-UZOSF,0,0.0
8216-AZUUZ,0,0.25
5348-CAGXB,1,0.6649484536082474
4847-QNOKA,1,0.5145631067961165
0303-WMMRN,0,0.11475409836065574
9223-UCPVT,1,0.91
3197-ARFOY,0,0.2777777777777778
3230-IUALN,0,0.0
4828-FAZPK,1,0.6649484536082474
1431-CYWMH,0,0.0
7181-OQCUT,1,0.6666666666666666
2685-SREOM,0,0.43333333333333335
0673-IGUQO,0,0.3645833333333333
8773-HHUOZ,0,0.4411764705882353
0187-QSXOE,1,0.7743589743589744
9817-APLHW,0,0.0
2483-XSSMZ,0,0.0
6680-NENYN,0,0.25
9862-KJTYK,0,0.11627906976744186
6270-OMFIW,0,0.18181818181818182
8016-ZMGMO,0,0.0
3604-WLABM,0,0.23943661971830985
9828-AOQLM,1,0.5145631067961165
5322-TEUJK,0,0.1
9668-PUGNU,0,0.0
4673-KKSLS,0,0.2777777777777778
6901-GOGZG,0,0.0
5028-HTLJB,1,1.0
9475-NNDGC,0,0.0
0422-UXFAP,0,0.03125
6860-YRJZP,1,0.8181818181818182
9705-IOVQQ,0,0.2
9565-JSNFM,0,0.3333333333333333
2157-MXBJS,0,0.3333333333333333
6234-PFPXL,0,0.3969465648854962
5170-PTRKA,0,0.06896551724137931
8988-ECPJR,0,0.08333333333333333
5753-QQWPW,0,0.0
3853-LYGAM,0,0.2
4374-YMUSQ,0,0.21311475409836064
3259-KNMRR,0,0.0
9537-JALFH,0,0.0
9065-ZCPQX,0,0.015267175572519083
4672-FOTSD,0,0.05128205128205128
3657-COGMW,0,0.0
4138-NAXED,0,0.3969465648854962
0375-HVGXO,1,0.7111111111111111
3858-VOBET,1,0.6333333333333333
9564-KCLHR,0,0.4732142857142857
9931-KGHOA,0,0.0
3927-NLNRY,0,0.16666666666666666
0621-JFHOL,0,0.011152416356877323
5380-AFSSK,1,0.7743589743589744
0958-YHXGP,0,0.3181818181818182
1552-TKMXS,0,0.010309278350515464
9364-YKUVW,0,0.11475409836065574
3863-IUBJR,1,1.0
4006-HKYHO,0,0.011152416356877323
3685-YLCMQ,0,0.4
0221-NAUXK,0,0.023255813953488372
1395-WSWXR,0,0.011152416356877323
3006-XIMLN,1,0.7743589743589744
8069-YQQAJ,0,0.11627906976744186
6029-WTIPC,1,0.6333333333333333
6101-IMRMM,1,0.7743589743589744
4021-RQSNY,1,0.6333333333333333
2683-BPJSO,1,0.6333333333333333
9169-BSVIN,0,0.23943661971830985
4367-NUYAO,0,0.0
1564-HJUVY,0,0.0
9488-FYQAU,0,0.0
8237-ULIXL,0,0.0
4632-PAOYU,0,0.0
9699-UBQFS,1,0.6333333333333333
5639-NTUPK,0,0.23943661971830985
2311-QYMUQ,1,0.6649484536082474
5504-WSIUR,0,0.0
8070-AAWZP,0,0.11627906976744186
6416-YJTTB,0,0.5
2330-PQGDQ,0,0.0
6726-NNFWD,0,0.0
3982-DQLUS,0,0.0
5424-RLQLC,0,0.05128205128205128
3508-VLHCZ,0,0.015267175572519083
9845-QOMAD,0,0.0
6906-MPARY,0,0.0
8024-XNAFQ,0,0.0
4895-TMWIR,0,0.23076923076923078
0454-OKRCT,0,0.2
2239-CFOUJ,0,0.2
2606-PKWJB,0,0.015873015873015872
4881-JVQOD,0,0.11627906976744186
8344-WFMFH,0,0.24
9107-UKCKY,0,0.1346153846153846
5622-UEJFI,0,0.0
2045-BMBTJ,0,0.4
5172-MIGPM,0,0.0
3635-JBPSG,0,0.011152416356877323
0280-XJGEX,1,0.6
8006-PYCSW,0,0.0
5204-QZXPU,1,1.0
8357-EQXFO,1,0.7743589743589744
6134-KWTBV,0,0.011152416356877323
7225-IILWY,0,0.0
1207-BLKSA,0,0.0
0824-VWDPO,0,0.0
7294-TMAOP,1,0.91
4550-VBOFE,1,1.0
9940-RHLFB,1,0.91
3671-SHRSP,1,0.7743589743589744
5996-EBTKM,0,0.0
7318-EIVKO,0,0.23943661971830985
8944-AILEF,0,0.23076923076923078
7521-AFHAB,0,0.23943661971830985
5074-FBGHB,0,0.21311475409836064
4872-JCVCA,0,0.0
7982-VCELR,0,0.0
7247-XOZPB,0,0.12195121951219512
3192-NQECA,0,0.1891891891891892
2778-OCLGR,1,0.6
4177-JPDFU,0,0.11627906976744186
4636-JGAAI,0,0.08333333333333333
3090-HAWSU,0,0.2222222222222222
7184-LRUUR,0,0.06896551724137931
8100-HZZLJ,0,0.125
5012-YSPJJ,0,0.125
8123-QBNAZ,1,0.6
3590-TCXTB,0,0.3645833333333333
1038-ZAGBI,0,0.3333333333333333
6349-JDHQP,0,0.011152416356877323
8779-QRDMV,1,0.6923076923076923
5327-XOKKY,0,0.0
9227-UAQFT,0,0.011152416356877323
2955-BJZHG,1,0.6649484536082474
0626-QXNGV,0,0.0
6701-YVNQG,0,0.015267175572519083
4255-DDUOU,1,0.6153846153846154
4530-NDRKU,0,0.0
3389-KTRXV,0,0.0
2321-OMBXY,0,0.06896551724137931
2474-BRUCM,1,0.5714285714285714
1872-EBWSC,0,0.0
1678-FYZOW,1,0.7743589743589744
9822-WMWVG,1,0.6333333333333333
1897-RCFUM,0,0.0
9788-HNGUT,0,0.0
7672-VFMXZ,0,0.0
0823-HSCDJ,0,0.5
7129-AZJDE,0,0.0
4584-LBNMK,0,0.03333333333333333
7636-XUHWW,0,0.0
5949-XIKAE,1,0.7743589743589744
8111-RKSPX,1,1.0
6368-NWMCE,0,0.125
0516-UXRMT,0,0.18181818181818182
6516-NKQBO,0,0.0
5519-NPHVG,1,0.6649484536082474
9809-IMGCQ,1,0.6333333333333333
4277-UDIEF,0,0.125
8388-FYNPZ,0,0.23076923076923078
0842-IWYCP,0,0.010309278350515464
1080-BWSYE,0,0.0
2788-CJQAQ,0,0.0
7579-OOPEC,0,0.36363636363636365
8008-HAWED,0,0.4
4163-NCJAK,0,0.03333333333333333
7159-FVYPK,1,0.5714285714285714
1891-FZYSA,0,0.49122807017543857
2346-CZYIL,0,0.011152416356877323
0780-XNZFN,0,0.011152416356877323
5949-HGVJL,0,0.125
2351-RRBUE,0,0.023255813953488372
4993-JCRGJ,0,0.08333333333333333
2129-ALKBS,0,0.010309278350515464
2794-XIMMO,0,0.1346153846153846
8722-NGNBH,1,1.0
4853-OITSN,0,0.13333333333333333
5975-BAICR,0,0.1346153846153846
1100-DDVRV,0,0.4
0334-ZFJSR,0,0.06896551724137931
7730-CLDSV,0,0.0
0691-IFBQW,0,0.4
3050-RLLXC,0,0.0
4973-MGTON,0,0.015267175572519083
3014-WJKSM,0,0.2777777777777778
6585-WCEWR,0,0.0
9153-BTBVV,0,0.0
8096-LOIST,0,0.25
5647-FXOTP,0,0.49122807017543857
1502-XFCVR,0,0.4
1644-IRKSF,0,0.2
5155-AZQPB,0,0.010309278350515464
0067-DKWBL,1,1.0
7432-FFVAR,0,0.0
5276-KQWHG,0,0.3181818181818182
9330-DHBFL,0,0.06896551724137931
5197-LQXXH,0,0.015267175572519083
0946-FKYTX,0,0.015873015873015872
1386-ZIKUV,0,0.11475409836065574
8065-BVEPF,0,0.49122807017543857
2272-JKMSI,0,0.4
4445-KWOKW,0,0.06896551724137931
4632-XJMEX,0,0.12195121951219512
0380-ZCSBI,0,0.11475409836065574
6121-VZNQB,0,0.4
2141-RRYGO,1,0.5714285714285714
5399-ZIMKF,1,0.5526315789473685
5433-KYGHE,0,0.5
5206-HPJKM,0,0.05128205128205128
3633-CDBUW,0,0.015873015873015872
8149-AIQCG,0,0.3969465648854962
6599-CEBNN,0,0.2777777777777778
5301-GAUUY,0,0.3969465648854962
5976-JCJRH,1,0.5526315789473685
5129-HHMZC,0,0.0
5311-IHLEI,0,0.4
6038-GCYEC,0,0.4
2957-LOLHO,0,0.23943661971830985
4054-CUMIA,0,0.23076923076923078
1984-GPTEH,0,0.010309278350515464
5419-KLXBN,1,0.5333333333333333
9541-ZPSEA,0,0.0
1401-FTHFQ,0,0.0
0123-CRBRT,0,0.015267175572519083
7394-LWLYN,1,0.5526315789473685
8468-FZTOE,0,0.0
1465-VINDH,1,0.6649484536082474
6087-MVHJH,1,0.6649484536082474
9391-YZEJW,0,0.16666666666666666
5914-XRFQB,0,0.0
5226-NOZFC,0,0.2777777777777778
2817-NTQDO,0,0.4
6680-WKXRZ,1,1.0
6435-SRWBJ,1,0.7743589743589744
7519-JTWQH,0,0.0
9122-UMROB,0,0.3645833333333333
5406-KGRMX,0,0.0
0354-WYROK,1,0.5333333333333333
0793-TWELN,0,0.13333333333333333
7774-OJSXI,1,1.0
7729-JTEEC,1,0.5145631067961165
9134-CEQMF,1,0.7743589743589744
7314-OXENN,1,0.7743589743589744
6572-ADKRS,0,0.0
1941-HOSAM,1,0.91
7722-CVFXN,0,0.4
2858-MOFSQ,0,0.06896551724137931
8993-IZEUX,0,0.21052631578947367
1459-QNFQT,0,0.0
1910-FMXJM,0,0.2777777777777778
